h_name,pincode,contact
"S.D. Hospital, Islampur",733202,NA
Burnpur Hospital,713325,"0341 2231332, 0341 2231227"
Imambara Sadar Hospital,712101,26800236
Calcutta Medical College Hospital,700073,28640392
Marwari Relief Society,NA,033 22745675
"S.D.Hospital, Lalbag",NA,"03482 270247, 03482 270224"
Life Care Medical Complex Ltd.,NA,"22846940, 22896168"
Barasat District Hospital Blood Bank,700124,25840347
North Bengal Medical College Hospital Blood Bank,734012,03532 585483
Nadia District Hospital,741101,03472 258533
"Blood Bank, The Mission Hospital",NA,"0343 2535555, 0343 2535544"
N.R.S. Medical College Hospital Blood Bank,700014,"033 22652214, 033 226532"
M.J.N Hospital.,736101,03582 231049
Malda District Hospital,732101,"03512 221427,03512 252480"
M.R. Bangur Hospital,700033,"033 24727873, 033 24730000"
Peoples Blood Bank,NA,"033 24555184, 033 24555557"
North Bengal Voluntary Blood Bank and Research Centre,NA,0353 2529077
"Sanctoria Hospital, Eastern Coalfield Ltd. Blood Bank",713333,"0341 2523576, 0341 2523577"
Rabindranath Tagore International Institute of Cardiac Sciences Blood Bank,700099,"033 24364000, 033 30014000, 033 24264204"
"S.D. Hospital, Ranaghat",741201,03473 210043
Raiganj Blood Bank,733134,03523 241400
"S.D. Hospital, Rampurahat",NA,"03461 255102, 03461 255285"
Ramkrishna Mission Seva Prathisthan Blood Bank,700026,"24753636, 24753637, 24753638, 24753639"
R.G. Kar Medical College and Hospital,700004,033 25331277
Rashmi Blood bank,713104,0342 2657251
Suri Sadar Dist. Hospital Blood Bank,731101,"03462 255483, 03462 255766"
South Eastern Railway Hospital Blood Bank,NA,03222 221860
"S.D. Hospital, Kalna",713409,03454 255052
"S.D. Hospital, Siliguri",734001,0353 2533133
Specalist Corner Blood Bank,711106,NA
S.S.K.M. Hospital,700020,22234147
Serampore S.D. Hospital (Walsh),712201,26526305
"S.D. Hospital, Jalpaiguri",735101,03561 220047
Woodland Multispeciality Hospital Ltd.,700027,"24567075, 24567089"
"S.D. Hospital, Uluberia",711315,26612928
Saroj Gupta Cancer and Research Institute Blood Bank,700063,033 24532781
"S.D. Hospital Blood Bank, Tamluk",721636,032 2866109
"Terai Lions Charitable Trust Blood Bank, Siliguri",734404,0353 2548925
"Hemraj Blood Bank, Katwa S.D. Hospital",731130,03453 255060
The Haemophilia Society Calcutta Chapter,700099,"033 24263739, 033 24264273"
Blood Bank,NA,"0356 3259773, 0356 3259773"
"St. John Ambulance Association,",NA,"227693, 227497"
South Eastern Railway Hospital,NA,NA
"Paul P. Harris, Siliguri Rotary Blood Bank",NA,0353 2573240
KPC Medical College and Hospital,NA,"033 66211765, 033 30016100, 033 30016299"
Little Heart Childrens Hospital Pvt. Ltd.,722102,"03242 243352, 03242 243829"
Health Point -A Multispeciality Hospital Blood Bank,700025,"033 30585838, 033 30585839, 033 30575735"
Ashok Laboratory,NA,"033 24148250, 033 24720333"
Burdwan Medical College and Hospital,713101,0342 2559777
Cord Life Sciences India Private Limited,743503,033 24809565
"Blood Bank, ESIC Hospital and ODC (E.Z.)",NA,"033 24671764; 033 24671322, 033 24676280, 033 24672799"
Dr. Bidhan Chandra Roy Hospital,721645,0322 4269048
Fortis Hospital Ltd.,NA,"033 66284444, 033 66284230"
Tata Medical Centre Trust,NA,0322 4269048
Institute of Child Health,NA,033 22905686
Medica Super Specialty Hospital,NA,033 66525000
Vivekananda Hospital Pvt. Ltd.,713206,"0343 2532430, 0343 2532253"
Sanjiban Hospital,711316,033 71666000
IQ City Narayana Hrudayalaya Hospital,713206,"0343 2608522, 0343 2608000"
Swasti Clinical Research Laboratory (Pvt.) Ltd.,NA,NA
Advanced Medicare and Research Institute Ltd.,NA,"2461 2626, 2440 4803"
College of Medicine and Sagore Dutta Hospital,NA,"033 25834277,"
Desun Hospital and Heart Institute,NA,NA
Medinipur Medical College and Hospital Blood Bank,721101,03222 275503
Baharampur District Hospital Blood Bank,742401,03482 252332
M.R. Bangur District Hospital Blood Bank,33,24730000
Haldia S.D. Hospital Blood Bank,721602,0322 4277441
Lalbagh S.D. Hospital Blood Bank,742149,03482 270247
Rampurhat S.D. Hospital Blood Bank,731224,"03461 255102, 03461 255285"
